model,run,ref_name,sys_name,ref_name_clean,sys_name_clean,similarity_score,ref_capacity,sys_capacity,capacity_diff_pct,verdict
claude-haiku-4.5,run4,Vinh Tan 4 extension,Nhà máy Nhiệt điện Khánh Hòa,vinh tan 4 extension,nha may nhiet đien khanh hoa,47.4,600.0,200.0,66.7,clear
claude-haiku-4.5,run5,An Khánh 1,Nhà máy Nhiệt điện Quảng Ngãi,an khanh 1,nha may nhiet đien quang ngai,57.1,116.0,200.0,72.4,clear
claude-haiku-4.5,run5,Bà Rịa GT,Nhà máy Nhiệt điện Hồ Chí Minh Mở rộng,ba ria gt,nha may nhiet đien ho chi minh mo rong,47.1,46.0,100.0,117.4,clear
claude-haiku-4.5,run5,Cao Ngạn,Nhà máy Nhiệt điện Phú Yên,cao ngan,nha may nhiet đien phu yen,50.0,114.0,200.0,75.4,clear
claude-haiku-4.5,run5,Cong Thanh,Nhà máy Nhiệt điện Phú Mỹ 2,cong thanh,nha may nhiet đien phu my 2,50.0,600.0,600.0,0.0,clear
claude-haiku-4.5,run5,Cẩm Phả 1,Nhà máy Nhiệt điện Thừa Thiên–Huế,cam pha 1,nha may nhiet đien thua thien–hue,47.1,340.0,200.0,41.2,clear
claude-haiku-4.5,run5,Cẩm Phả 2,Nhà máy Nhiệt điện Khánh Hòa,cam pha 2,nha may nhiet đien khanh hoa,50.0,340.0,200.0,41.2,clear
claude-haiku-4.5,run5,Dong Nai Formosa,Nhà máy Nhiệt điện Tiền Giang,dong nai formosa,nha may nhiet đien tien giang,45.5,150.0,200.0,33.3,clear
claude-haiku-4.5,run5,Dong Nai Formosa,Nhà máy Nhiệt điện Long An,dong nai formosa,nha may nhiet đien long an,45.5,300.0,200.0,33.3,clear
claude-haiku-4.5,run5,Duc Giang - Lao Cai Chemical,Nhà máy Nhiệt điện Hồ Chí Minh,duc giang - lao cai chemical,nha may nhiet đien ho chi minh,48.9,100.0,100.0,0.0,clear
claude-haiku-4.5,run5,Hai Ha CHP Phase 1,Nhà máy Nhiệt điện Hậu Giang,hai ha chp phase 1,nha may nhiet đien hau giang,50.0,150.0,200.0,33.3,clear
claude-haiku-4.5,run5,Hai Ha CHP Phase 4,Nhà máy Nhiệt điện Phú Mỹ Mở rộng,hai ha chp phase 4,nha may nhiet đien phu my mo rong,50.0,600.0,600.0,0.0,clear
claude-haiku-4.5,run5,Lee & Man,Nhà máy Nhiệt điện Sóc Trăng,lee & man,nha may nhiet đien soc trang,44.4,125.0,200.0,60.0,clear
claude-haiku-4.5,run5,Na Dương 1,Nhà máy Nhiệt điện Đồng Nai,na duong 1,nha may nhiet đien đong nai,60.0,110.0,200.0,81.8,clear
claude-haiku-4.5,run5,Na Dương 2,Nhà máy Nhiệt điện Bà Rịa–Vũng Tàu,na duong 2,nha may nhiet đien ba ria–vung tau,50.0,110.0,200.0,81.8,clear
claude-haiku-4.5,run5,Nghi Son 1,Nhà máy Nhiệt điện Tây Bắc Mở rộng,nghi son 1,nha may nhiet đien tay bac mo rong,50.0,600.0,600.0,0.0,clear
claude-haiku-4.5,run5,Nong Son 1,Nhà máy Nhiệt điện Cạn Thơ,nong son 1,nha may nhiet đien can tho,42.1,30.0,100.0,233.3,clear
claude-haiku-4.5,run5,NĐ Hiệp Phước,Nhà máy Nhiệt điện Vĩnh Long,nđ hiep phuoc,nha may nhiet đien vinh long,46.2,310.0,200.0,35.5,clear
claude-haiku-4.5,run5,NĐ Thủ Đức,Nhà máy Nhiệt điện Ninh Thuận,nđ thu đuc,nha may nhiet đien ninh thuan,55.6,290.0,200.0,31.0,clear
claude-haiku-4.5,run5,Phả Lại 2,Nhà máy Nhiệt điện Ninh Bình Mở rộng,pha lai 2,nha may nhiet đien ninh binh mo rong,58.8,600.0,600.0,0.0,clear
claude-haiku-4.5,run5,Son Dong,Nhà máy Nhiệt điện Hưng Yên,son dong,nha may nhiet đien hung yen,50.0,220.0,200.0,9.1,clear
claude-haiku-4.5,run5,TBKHH Bà Rịa 1,Nhà máy Nhiệt điện Tây Bắc,ba ria 1,nha may nhiet đien tay bac,50.0,169.0,200.0,18.3,clear
claude-haiku-4.5,run5,TBKHH Bà Rịa 2,Nhà máy Nhiệt điện Kiên Giang,ba ria 2,nha may nhiet đien kien giang,50.0,175.0,200.0,14.3,clear
claude-haiku-4.5,run5,Thang Long,Nhà máy Nhiệt điện Vĩnh Tân 5,thang long,nha may nhiet đien vinh tan 5,53.3,600.0,600.0,0.0,clear
claude-haiku-4.5,run5,Uong Bi I,Nhà máy Nhiệt điện Hà Nội Mở rộng,uong bi 1,nha may nhiet đien ha noi mo rong,50.0,105.0,100.0,4.8,clear
claude-haiku-4.5,run5,Uong Bi I extension,Nhà máy Nhiệt điện Cà Mau,uong bi 1 extension,nha may nhiet đien ca mau,37.8,300.0,200.0,33.3,clear
claude-haiku-4.5,run5,Uong Bi II extension,Nhà máy Nhiệt điện Đà Nẵng,uong bi 2 extension,nha may nhiet đien đa nang,37.8,330.0,200.0,39.4,clear
claude-haiku-4.5,run5,Vedan Vietnam Cogeneration power station,Nhà máy Nhiệt điện Hà Nội,vedan vietnam cogeneration power station,nha may nhiet đien ha noi,44.0,60.0,100.0,66.7,clear
claude-opus-4.6,run1,Bà Rịa GT,Nhiệt điện Hòa Bình (Lương Sơn),ba ria gt,nhiet đien hoa binh,40.0,46.0,50.0,8.7,clear
claude-opus-4.6,run1,Duc Giang - Lao Cai Chemical,Nhiệt điện An Khánh,duc giang - lao cai chemical,nhiet đien an khanh,42.1,100.0,100.0,0.0,clear
claude-opus-4.6,run1,Duyen Hai 3 Extension,Nhiệt điện Duyên Hải 3 mở rộng,duyen hai 3 extension,nhiet đien duyen hai 3 mo rong,70.0,660.0,688.0,4.2,clear
claude-opus-4.6,run1,Hai Ha CHP Phase 4,Nhiệt điện Vĩnh Tân 4 mở rộng,hai ha chp phase 4,nhiet đien vinh tan 4 mo rong,38.9,600.0,600.0,0.0,clear
claude-opus-4.6,run1,LNG Bến Tre,Nhiệt điện LNG Long An,ben tre,nhiet đien lng long an,42.9,3000.0,3000.0,0.0,clear
claude-opus-4.6,run1,LNG Mũi Kê Gà 1,Nhiệt điện Sóc Trăng 1,mui ke ga 1,nhiet đien soc trang 1,42.9,1200.0,1200.0,0.0,clear
claude-opus-4.6,run1,LNG Phong Điền – Huế,Nhiệt điện LNG Long Sơn (Long An),phong đien – hue,nhiet đien lng long son,51.9,3000.0,3000.0,0.0,clear
claude-opus-4.6,run1,LNG Quỳnh Lập,Nhiệt điện Vũng Áng 4 (proposed),quynh lap,nhiet đien vung ang 4,44.4,1500.0,1200.0,20.0,clear
claude-opus-4.6,run1,Long An 1,Nhiệt điện Kiên Giang 1,long an 1,nhiet đien kien giang 1,66.7,1200.0,1200.0,0.0,clear
claude-opus-4.6,run1,NĐ LNG miền Bắc,Nhiệt điện khí lô B – Ô Môn,nđ lng mien bac,nhiet đien khi lo b – o mon,46.2,0.0,0.0,,clear
claude-opus-4.6,run1,Quảng Trị 2,Nhiệt điện Kiên Giang 2,quang tri 2,nhiet đien kien giang 2,62.5,1200.0,1200.0,0.0,clear
claude-opus-4.6,run1,Son Dong,Nhiệt điện Sơn Động,son dong,nhiet đien son đong,87.5,220.0,220.0,0.0,hard
claude-opus-4.6,run1,TBKHH Dung Quất I,Nhiệt điện khí Bình Thuận (Block B),dung quat 1,nhiet đien khi binh thuan,42.1,750.0,750.0,0.0,clear
claude-opus-4.6,run1,TBKHH Quảng Trị (khí Báo Vàng),Nhiệt điện Bà Rịa,quang tri,nhiet đien ba ria,57.1,340.0,389.0,14.4,clear
claude-opus-4.6,run1,Uong Bi I,Nhiệt điện Đông Triều,uong bi 1,nhiet đien đong trieu,55.6,105.0,110.0,4.8,clear
claude-opus-4.6,run1,Vedan Vietnam Cogeneration power station,Nhiệt điện Lục Nam,vedan vietnam cogeneration power station,nhiet đien luc nam,50.0,60.0,50.0,16.7,clear
claude-opus-4.6,run1,Vinh Tan 4 extension,Nhiệt điện Uông Bí,vinh tan 4 extension,nhiet đien uong bi,45.2,600.0,550.0,8.3,clear
claude-opus-4.6,run2,Bà Rịa GT,Nhiệt điện Lục Nam,ba ria gt,nhiet đien luc nam,33.3,46.0,50.0,8.7,clear
claude-opus-4.6,run2,Dong Nai Formosa,Tuabin khí Cần Thơ,dong nai formosa,tuabin khi can tho,34.5,150.0,150.0,0.0,clear
claude-opus-4.6,run2,Dung Quat Special Economic Zone (J-Power) Phase II,"Nhiệt điện Bình Thuận (coal, additional)",dung quat special economic zone phase 2,nhiet đien binh thuan,42.9,2000.0,2000.0,0.0,clear
claude-opus-4.6,run2,Formosa HT2,Nhiệt điện Kiên Giang 1,formosa ht2,nhiet đien kien giang 1,25.0,650.0,600.0,7.7,clear
claude-opus-4.6,run2,LNG Bà Rịa 2,Nhiệt điện Hải Hà,ba ria 2,nhiet đien hai ha,46.2,1200.0,1200.0,0.0,clear
claude-opus-4.6,run2,LNG Mũi Kê Gà 1,Nhiệt điện Sóc Trăng 1,mui ke ga 1,nhiet đien soc trang 1,42.9,1200.0,1200.0,0.0,clear
claude-opus-4.6,run2,Nong Son 1,Nhiệt điện Nông Sơn,nong son 1,nhiet đien nong son,88.9,30.0,30.0,0.0,hard
claude-opus-4.6,run2,NĐ Cần Thơ,Tuabin khí Thủ Đức,nđ can tho,tuabin khi thu đuc,50.0,165.0,165.0,0.0,clear
claude-opus-4.6,run2,Phả Lại 3,Nhiệt điện Duyên Hải 3 mở rộng,pha lai 3,nhiet đien duyen hai 3 mo rong,55.6,660.0,688.0,4.2,clear
claude-opus-4.6,run2,Son Dong,Nhiệt điện Sơn Động,son dong,nhiet đien son đong,87.5,220.0,220.0,0.0,hard
claude-opus-4.6,run2,TBKHH Bà Rịa 2,Nhiệt điện Đông Triều,ba ria 2,nhiet đien đong trieu,42.9,175.0,220.0,25.7,clear
claude-opus-4.6,run2,"TBKHH Kiên Giang I, II",Nhiệt điện LNG Long An,"kien giang 1, 2",nhiet đien lng long an,53.3,1500.0,1500.0,0.0,clear
claude-opus-4.6,run2,TBKHH Quảng Trị (khí Báo Vàng),Nhiệt điện Bà Rịa,quang tri,nhiet đien ba ria,57.1,340.0,389.0,14.4,clear
claude-opus-4.6,run2,Uong Bi II extension,Nhiệt điện Uông Bí mở rộng,uong bi 2 extension,nhiet đien uong bi mo rong,64.7,330.0,330.0,0.0,clear
claude-opus-4.6,run2,Vinh Tan 4 extension,Nhiệt điện Vĩnh Tân 4 mở rộng,vinh tan 4 extension,nhiet đien vinh tan 4 mo rong,68.4,600.0,600.0,0.0,clear
claude-opus-4.6,run3,Bà Rịa GT,Nhiệt điện Lục Nam,ba ria gt,nhiet đien luc nam,33.3,46.0,50.0,8.7,clear
claude-opus-4.6,run3,Duc Giang - Lao Cai Chemical,Nhiệt điện An Khánh (Đại Phát),duc giang - lao cai chemical,nhiet đien an khanh,42.1,100.0,100.0,0.0,clear
claude-opus-4.6,run3,Duyên Hải 2,Nhiệt điện Vân Phong 2,duyen hai 2,nhiet đien van phong 2,50.0,1200.0,1320.0,10.0,clear
claude-opus-4.6,run3,Hải Phòng,Nhiệt điện Formosa Hà Tĩnh,hai phong,nhiet đien formosa ha tinh,50.0,500.0,500.0,0.0,clear
claude-opus-4.6,run3,LNG Bà Rịa 2,Nhiệt điện Kiên Giang 2,ba ria 2,nhiet đien kien giang 2,62.5,1200.0,1200.0,0.0,clear
claude-opus-4.6,run3,Lee & Man,Nhiệt điện Hòn Gai (Nhiệt điện Cẩm Phả 3 / TKV Hòn Gai),lee & man,nhiet đien hon gai,44.4,125.0,110.0,12.0,clear
claude-opus-4.6,run3,Long An 1,Nhiệt điện Kiên Giang 1,long an 1,nhiet đien kien giang 1,66.7,1200.0,1200.0,0.0,clear
claude-opus-4.6,run3,Nong Son 1,Nhiệt điện Nông Sơn,nong son 1,nhiet đien nong son,88.9,30.0,30.0,0.0,hard
claude-opus-4.6,run3,NĐ LNG miền Bắc,Nhiệt điện BOT Phú Mỹ (Phú Mỹ 2.2 – see above),nđ lng mien bac,nhiet đien bot phu my,51.9,0.0,0.0,,clear
claude-opus-4.6,run3,Phả Lại 3,Nhiệt điện Duyên Hải 3 mở rộng,pha lai 3,nhiet đien duyen hai 3 mo rong,55.6,660.0,688.0,4.2,clear
claude-opus-4.6,run3,Quang Ninh 3,Nhiệt điện Bình Đại,quang ninh 3,nhiet đien binh đai,54.5,1200.0,1200.0,0.0,clear
claude-opus-4.6,run3,Son Dong,Nhiệt điện Sơn Động,son dong,nhiet đien son đong,87.5,220.0,220.0,0.0,hard
claude-opus-4.6,run3,"TBKHH Kiên Giang I, II",Nhiệt điện LNG Long An,"kien giang 1, 2",nhiet đien lng long an,53.3,1500.0,1500.0,0.0,clear
claude-opus-4.6,run3,TBKHH Quảng Trị (khí Báo Vàng),Nhiệt điện Bà Rịa,quang tri,nhiet đien ba ria,57.1,340.0,389.0,14.4,clear
claude-opus-4.6,run3,Uong Bi II extension,Nhiệt điện Uông Bí mở rộng (Uông Bí 2),uong bi 2 extension,nhiet đien uong bi mo rong,64.7,330.0,330.0,0.0,clear
claude-opus-4.6,run3,Vinh Tan 4 extension,Nhiệt điện Vĩnh Tân 4 mở rộng,vinh tan 4 extension,nhiet đien vinh tan 4 mo rong,68.4,600.0,600.0,0.0,clear
claude-opus-4.6,run4,Bà Rịa GT,Nhiệt điện Lục Nam,ba ria gt,nhiet đien luc nam,33.3,46.0,50.0,8.7,clear
claude-opus-4.6,run4,Duc Giang - Lao Cai Chemical,Nhiệt điện An Khánh,duc giang - lao cai chemical,nhiet đien an khanh,42.1,100.0,100.0,0.0,clear
claude-opus-4.6,run4,Dung Quat Special Economic Zone (J-Power) Phase II,Nhiệt điện Hải Hà,dung quat special economic zone phase 2,nhiet đien hai ha,47.1,2000.0,2000.0,0.0,clear
claude-opus-4.6,run4,Duyen Hai 3 Extension,Nhiệt điện Duyên Hải 3 mở rộng,duyen hai 3 extension,nhiet đien duyen hai 3 mo rong,70.0,660.0,688.0,4.2,clear
claude-opus-4.6,run4,Formosa HT2,Nhiệt điện Kiên Giang 1,formosa ht2,nhiet đien kien giang 1,25.0,650.0,600.0,7.7,clear
claude-opus-4.6,run4,LNG Mũi Kê Gà 1,Nhiệt điện Sóc Trăng 1,mui ke ga 1,nhiet đien soc trang 1,42.9,1200.0,1200.0,0.0,clear
claude-opus-4.6,run4,Lee & Man,Nhiệt điện Thủ Đức (turbine khí),lee & man,nhiet đien thu đuc,33.3,125.0,128.0,2.4,clear
claude-opus-4.6,run4,Nong Son 1,Nhiệt điện BOT Vĩnh Tân 1 mở rộng,nong son 1,nhiet đien bot vinh tan 1 mo rong,50.0,30.0,0.0,100.0,clear
claude-opus-4.6,run4,NĐ LNG miền Bắc,Nhiệt điện Kiên Giang 2,nđ lng mien bac,nhiet đien kien giang 2,53.3,0.0,0.0,,clear
claude-opus-4.6,run4,Son Dong,Nhiệt điện Đông Triều,son dong,nhiet đien đong trieu,62.5,220.0,220.0,0.0,clear
claude-opus-4.6,run4,TBKHH Bà Rịa 1,Nhiệt điện Uông Bí (mở rộng 1),ba ria 1,nhiet đien uong bi,40.0,169.0,220.0,30.2,clear
claude-opus-4.6,run4,TBKHH Bà Rịa 2,Nhiệt điện Sơn Động,ba ria 2,nhiet đien son đong,37.5,175.0,220.0,25.7,clear
claude-opus-4.6,run4,TBKHH Quảng Trị (khí Báo Vàng),Nhiệt điện Bà Rịa,quang tri,nhiet đien ba ria,57.1,340.0,389.0,14.4,clear
claude-opus-4.6,run4,Uong Bi II extension,Nhiệt điện Uông Bí mở rộng 2,uong bi 2 extension,nhiet đien uong bi mo rong 2,61.1,330.0,330.0,0.0,clear
claude-opus-4.6,run4,Vedan Vietnam Cogeneration power station,Nhiệt điện Ghềnh Ráng (Quy Nhơn),vedan vietnam cogeneration power station,nhiet đien ghenh rang,52.4,60.0,50.0,16.7,clear
claude-opus-4.6,run4,Vinh Tan 4 extension,Nhiệt điện Vĩnh Tân 4 mở rộng,vinh tan 4 extension,nhiet đien vinh tan 4 mo rong,68.4,600.0,600.0,0.0,clear
claude-opus-4.6,run5,Bà Rịa GT,Nhiệt điện Lục Nam,ba ria gt,nhiet đien luc nam,33.3,46.0,50.0,8.7,clear
claude-opus-4.6,run5,Duyen Hai 3 Extension,Nhiệt điện Duyên Hải 3 mở rộng,duyen hai 3 extension,nhiet đien duyen hai 3 mo rong,70.0,660.0,688.0,4.2,clear
claude-opus-4.6,run5,Hai Ha CHP Phase 4,Nhiệt điện Vĩnh Tân 4 mở rộng,hai ha chp phase 4,nhiet đien vinh tan 4 mo rong,38.9,600.0,600.0,0.0,clear
claude-opus-4.6,run5,LNG Bến Tre,Nhiệt điện Long An LNG,ben tre,nhiet đien long an lng,42.9,3000.0,3000.0,0.0,clear
claude-opus-4.6,run5,Nong Son 1,Nhiệt điện Nông Sơn,nong son 1,nhiet đien nong son,88.9,30.0,30.0,0.0,hard
claude-opus-4.6,run5,TBKHH Quảng Trị (khí Báo Vàng),Nhiệt điện Bà Rịa,quang tri,nhiet đien ba ria,57.1,340.0,389.0,14.4,clear
claude-opus-4.6,run5,Tân Phước 1,Nhiệt điện Kiên Lương 1,tan phuoc 1,nhiet đien kien luong 1,60.0,1200.0,1200.0,0.0,clear
claude-opus-4.6,run5,Tân Phước 2,Nhiệt điện Kiên Lương 2,tan phuoc 2,nhiet đien kien luong 2,60.0,1200.0,1200.0,0.0,clear
claude-opus-4.6,run5,Uong Bi II extension,Nhiệt điện Uông Bí mở rộng,uong bi 2 extension,nhiet đien uong bi mo rong,64.7,330.0,330.0,0.0,clear
claude-sonnet-4.6,run1,Dong Nai Formosa,Nhiệt điện An Khánh,dong nai formosa,nhiet đien an khanh,38.5,150.0,150.0,0.0,clear
claude-sonnet-4.6,run1,Dong Nai Formosa,Nhiệt điện Uông Bí mở rộng 1,dong nai formosa,nhiet đien uong bi mo rong 1,56.2,300.0,300.0,0.0,clear
claude-sonnet-4.6,run1,Duyen Hai 3 Extension,Nhiệt điện Duyên Hải 3 mở rộng,duyen hai 3 extension,nhiet đien duyen hai 3 mo rong,70.0,660.0,688.0,4.2,clear
claude-sonnet-4.6,run1,Hai Ha CHP Phase 1,Nhà máy điện Bình Sơn,hai ha chp phase 1,nha may đien binh son,45.2,150.0,150.0,0.0,clear
claude-sonnet-4.6,run1,Hai Ha CHP Phase 4,Nhiệt điện Vĩnh Tân 4 mở rộng,hai ha chp phase 4,nhiet đien vinh tan 4 mo rong,38.9,600.0,600.0,0.0,clear
claude-sonnet-4.6,run1,LNG Cà Mau 1,Nhà máy điện LNG Cần Giờ,ca mau 1,nha may đien lng can gio,62.5,1500.0,1500.0,0.0,clear
claude-sonnet-4.6,run1,LNG Hiệp Phước (phase II),Nhà máy điện LNG Thị Vải,hiep phuoc,nha may đien lng thi vai,40.0,1500.0,1500.0,0.0,clear
claude-sonnet-4.6,run1,Lee & Man,Nhà máy điện Gia Lai,lee & man,nha may đien gia lai,44.4,125.0,150.0,20.0,clear
claude-sonnet-4.6,run1,Na Dương 1,Nhiệt điện Na Dương,na duong 1,nhiet đien na duong,88.9,110.0,110.0,0.0,hard
claude-sonnet-4.6,run1,Son Dong,Nhiệt điện Uông Bí,son dong,nhiet đien uong bi,62.5,220.0,220.0,0.0,clear
claude-sonnet-4.6,run1,TBKHH Bà Rịa 1,Nhà máy điện Vũng Tàu,ba ria 1,nha may đien vung tau,50.0,169.0,150.0,11.2,clear
claude-sonnet-4.6,run1,TBKHH Quảng Trị (khí Báo Vàng),Nhà máy điện Bà Rịa,quang tri,nha may đien ba ria,57.1,340.0,300.0,11.8,clear
claude-sonnet-4.6,run1,Uong Bi I extension,Nhiệt điện Bình Thuận,uong bi 1 extension,nhiet đien binh thuan,48.5,300.0,300.0,0.0,clear
claude-sonnet-4.6,run1,Uong Bi II extension,Nhiệt điện Uông Bí mở rộng 2,uong bi 2 extension,nhiet đien uong bi mo rong 2,61.1,330.0,330.0,0.0,clear
claude-sonnet-4.6,run2,Cẩm Phả 1,Nhiệt điện Bà Rịa,cam pha 1,nhiet đien ba ria,42.9,340.0,300.0,11.8,clear
claude-sonnet-4.6,run2,Cẩm Phả 2,Nhiệt điện Uông Bí mở rộng 2,cam pha 2,nhiet đien uong bi mo rong 2,44.4,340.0,330.0,2.9,clear
claude-sonnet-4.6,run2,Dong Nai Formosa,Nhiệt điện Đình Hải,dong nai formosa,nhiet đien đinh hai,38.5,150.0,150.0,0.0,clear
claude-sonnet-4.6,run2,Dong Nai Formosa,Nhiệt điện Uông Bí mở rộng 1,dong nai formosa,nhiet đien uong bi mo rong 1,56.2,300.0,300.0,0.0,clear
claude-sonnet-4.6,run2,Duyen Hai 3 Extension,Nhiệt điện Duyên Hải 3 mở rộng,duyen hai 3 extension,nhiet đien duyen hai 3 mo rong,70.0,660.0,688.0,4.2,clear
claude-sonnet-4.6,run2,Duyên Hải 2,Nhiệt điện Trà Vinh (Long Phú 3),duyen hai 2,nhiet đien tra vinh,47.1,1200.0,1200.0,0.0,clear
claude-sonnet-4.6,run2,LNG Hiệp Phước (phase I),Nhiệt điện Kiên Lương 3,hiep phuoc,nhiet đien kien luong 3,50.0,1200.0,1200.0,0.0,clear
claude-sonnet-4.6,run2,LNG Quảng Trạch 2,Nhiệt điện Nhơn Trạch 3&4 (giai đoạn 2),quang trach 2,nhiet đien nhon trach 3&4,66.7,1500.0,1500.0,0.0,clear
claude-sonnet-4.6,run2,LNG Quỳnh Lập,Nhiệt điện Sông Hậu 3,quynh lap,nhiet đien song hau 3,40.0,1500.0,1200.0,20.0,clear
claude-sonnet-4.6,run2,LNG miền Nam,Nhiệt điện Duyên Hải 4,mien nam,nhiet đien duyen hai 4,50.0,1500.0,1200.0,20.0,clear
claude-sonnet-4.6,run2,Lee & Man,Nhiệt điện Bình Sơn,lee & man,nhiet đien binh son,33.3,125.0,130.0,4.0,clear
claude-sonnet-4.6,run2,Na Dương 1,Nhiệt điện Na Dương,na duong 1,nhiet đien na duong,88.9,110.0,110.0,0.0,hard
claude-sonnet-4.6,run2,Quỳnh Lập 1,Nhiệt điện Kiên Lương,quynh lap 1,nhiet đien kien luong,36.4,1200.0,1200.0,0.0,clear
claude-sonnet-4.6,run2,Quỳnh Lập 2,Nhiệt điện Kiên Lương 2,quynh lap 2,nhiet đien kien luong 2,50.0,1200.0,1200.0,0.0,clear
claude-sonnet-4.6,run2,Son Dong,Nhiệt điện Uông Bí,son dong,nhiet đien uong bi,62.5,220.0,220.0,0.0,clear
claude-sonnet-4.6,run2,TBKHH Bà Rịa 1,Nhiệt điện Phú Quốc,ba ria 1,nhiet đien phu quoc,37.5,169.0,160.0,5.3,clear
claude-sonnet-4.6,run2,"TBKHH Kiên Giang I, II",Nhiệt điện Cần Giờ,"kien giang 1, 2",nhiet đien can gio,53.8,1500.0,1500.0,0.0,clear
claude-sonnet-4.6,run2,Uong Bi I extension,Nhiệt điện An Khánh,uong bi 1 extension,nhiet đien an khanh,43.8,300.0,300.0,0.0,clear
claude-sonnet-4.6,run2,Uong Bi II extension,Nhiệt điện Bình Phước,uong bi 2 extension,nhiet đien binh phuoc,48.5,330.0,300.0,9.1,clear
claude-sonnet-4.6,run2,Vinh Tan 4 extension,Nhiệt điện Vĩnh Tân 4 mở rộng,vinh tan 4 extension,nhiet đien vinh tan 4 mo rong,68.4,600.0,600.0,0.0,clear
claude-sonnet-4.6,run3,An Khánh - Bac Giang,Nhà máy điện Nhơn Trạch 5,an khanh - bac giang,nha may đien nhon trach 5,50.0,650.0,750.0,15.4,clear
claude-sonnet-4.6,run3,Bạc Liêu 1,Nhiệt điện Quảng Bình,bac lieu 1,nhiet đien quang binh,40.0,1200.0,1200.0,0.0,clear
claude-sonnet-4.6,run3,Cẩm Phả 1,Nhiệt điện An Khánh,cam pha 1,nhiet đien an khanh,47.1,340.0,300.0,11.8,clear
claude-sonnet-4.6,run3,Cẩm Phả 2,Nhà máy điện Bà Rịa,cam pha 2,nha may đien ba ria,47.1,340.0,300.0,11.8,clear
claude-sonnet-4.6,run3,Dong Nai Formosa,Nhà máy điện Bình Sơn,dong nai formosa,nha may đien binh son,45.5,150.0,150.0,0.0,clear
claude-sonnet-4.6,run3,Dong Nai Formosa,Nhiệt điện Uông Bí mở rộng 1,dong nai formosa,nhiet đien uong bi mo rong 1,56.2,300.0,300.0,0.0,clear
claude-sonnet-4.6,run3,Duyen Hai 3 Extension,Nhiệt điện Duyên Hải 3 mở rộng,duyen hai 3 extension,nhiet đien duyen hai 3 mo rong,70.0,660.0,688.0,4.2,clear
claude-sonnet-4.6,run3,Formosa HT2,Nhà máy điện Ô Môn 5,formosa ht2,nha may đien o mon 5,44.4,650.0,750.0,15.4,clear
claude-sonnet-4.6,run3,Hai Ha CHP Phase 1,Nhà máy điện Ô Môn (OCGT),hai ha chp phase 1,nha may đien o mon,45.2,150.0,150.0,0.0,clear
claude-sonnet-4.6,run3,Hai Ha CHP Phase 2,Nhà máy điện LNG Thị Vải,hai ha chp phase 2,nha may đien lng thi vai,45.2,750.0,750.0,0.0,clear
claude-sonnet-4.6,run3,Hai Ha CHP Phase 4,Nhiệt điện Vĩnh Tân 4 mở rộng,hai ha chp phase 4,nhiet đien vinh tan 4 mo rong,38.9,600.0,600.0,0.0,clear
claude-sonnet-4.6,run3,Hai Phong 3,Nhiệt điện Sông Hậu 3,hai phong 3,nhiet đien song hau 3,54.5,1200.0,1200.0,0.0,clear
claude-sonnet-4.6,run3,LNG Cà Mau 1,Nhà máy điện LNG Cần Giờ,ca mau 1,nha may đien lng can gio,62.5,1500.0,1500.0,0.0,clear
claude-sonnet-4.6,run3,LNG Hiệp Phước (phase II),Nhà máy điện LNG Đông Nam Bộ,hiep phuoc,nha may đien lng đong nam bo,40.0,1500.0,1500.0,0.0,clear
claude-sonnet-4.6,run3,LNG Long An I,Nhà máy điện Phú Mỹ (LNG),long an 1,nha may đien phu my,47.1,1500.0,1500.0,0.0,clear
